coin|name|inner_coin|inner_name|depositenable|withdrawenable|network
WATER|WATER|WATER|WATER|True|True|BNB Smart Chain(BEP20)
AA|A3S Protocol|AA|A3S Protocol|True|True|Arbitrum One(ARB)
MDAO|MarsDAO|MDAO|MarsDAO|False|True|BNB Smart Chain(BEP20)
DGC|DANGNN DAYA COIN|DGC|DANGNN DAYA COIN|True|True|DGC
AC|ACoconut|AC|ACoconut|True|True|Ethereum(ERC20)
WING|WING|WING|WING|True|True|ONT
DGH|Digihealth|DGH|Digihealth|True|True|BNB Smart Chain(BEP20)
AE|Aeternity|AE|Aeternity|True|True|AE
ARBI|AR Builder|ARBI|AR Builder|True|False|BNB Smart Chain(BEP20)
DGI|DGI Game|DGI|DGI Game|True|True|Ethereum(ERC20)
AI|Sleepless AI|AI|Sleepless AI|True|True|BNB Smart Chain(BEP20)
SERO|SERO|SERO|SERO|True|True|SERO
DVTOLD|DataVLT|DVTOLD|DataVLT|False|False|Ethereum(ERC20)
AM|Aston Martin FT|AM|Aston Martin FT|False|True|Chiliz Legacy Chain(CHZ)
VCORE|IMVU|VCORE|IMVU|False|True|Ethereum(ERC20)
AO|AurumOxProtocol|AO|AurumOxProtocol|False|True|Ethereum(ERC20)
DGS|Dao Glas|DGS|Dao Glas|True|True|Arbitrum One(ARB)
AR|Arweave|AR|Arweave|True|True|AR
NESTOLD|NEST Token|NESTOLD|NEST Token|False|False|Ethereum(ERC20)
XDAO|XDAO|XDAO|XDAO|True|True|Ethereum(ERC20)
RIBBIT|Ribbit|RIBBIT|Ribbit|True|True|Ethereum(ERC20)
AT|AWARE|AT|AWARE|False|True|Ethereum(ERC20)
SERP|SHIBARIUM PERPETUALS|SERP|SHIBARIUM PERPETUALS|False|True|Ethereum(ERC20)
AX|AurusX|AX|AurusX|True|True|Ethereum(ERC20)
XDAG|XDAG|XDAG|XDAG|True|True|XDAG
COVN|Covenant|COVN|Covenant|True|True|Ethereum(ERC20)
XDAI|XDAI|XDAI|XDAI|False|False|XDAI
BC|Old Bitcoin|BC|Old Bitcoin|False|True|Ethereum(ERC20)
AIRI|AiRight|AIRI|AiRight|True|True|ORAI
NIFRIEND|NIFRIEND|NIFRIEND|NIFRIEND|False|False|NONE
BOOST|Boost Coin|BOOST|Boost Coin|False|True|Ethereum(ERC20)
BLUC|Bluca|BLUC|Bluca|False|True|BNB Smart Chain(BEP20)
ARCH|Archimedes Finance|ARCH|Archimedes Finance|True|True|Ethereum(ERC20)
DHP|dHealth|DHP|dHealth|True|False|Ethereum(ERC20)
DHP|dHealth|DHP|dHealth|False|True|DHP
BP|BunnyPark|BP|BunnyPark|False|True|BNB Smart Chain(BEP20)
SNFT|Spain National Fan|SNFT|Spain National Fan|True|True|BITCI
BT|BTswap|BT|BTswap|False|True|Ethereum(ERC20)
LYF|Lillian Token|LYF|Lillian Token|False|False|Ethereum(ERC20)
ARBS|Arbswap|ARBS|Arbswap|True|True|Arbitrum One(ARB)
CA|Coupon Assets|CA|Coupon Assets|True|True|Ethereum(ERC20)
CC|CloudChat Token|CC|CloudChat Token|False|True|BNB Smart Chain(BEP20)
X1OLD|MetaX|X1OLD|MetaX|False|False|Ethereum(ERC20)
DIE|Die Protocol|DIE|Die Protocol|False|True|Ethereum(ERC20)
SNEK|SNEK|SNEK|SNEK|True|True|Cardano(ADA)
RSS3|RSS3|RSS3|RSS3|True|True|Ethereum(ERC20)
LYX|LUKSO|LYX|LUKSO|True|True|LYX
DIP|Etherisc DIP Token|DIP|Etherisc DIP Token|False|True|Ethereum(ERC20)
CO|Covasart|CO|Covasart|False|True|Ethereum(ERC20)
SMETA|StarkMeta|SMETA|StarkMeta|False|False|Ethereum(ERC20)
CP|CoPuppy|CP|CoPuppy|False|False|BNB Smart Chain(BEP20)
DIS|Disney|DIS|Disney|False|False|DIS
CR|Crypto Rangers|CR|Crypto Rangers|True|True|Ethereum(ERC20)
PEPEDAO2|PEPE DAO|PEPEDAO2|PEPE DAO|False|True|Ethereum(ERC20)
CT|Cojam|CT|Cojam|False|True|Klaytn(KLAY)
GOALOLD|TopGoal|GOALOLD|TopGoal|False|False|BNB Smart Chain(BEP20)
CW|CardWallet|CW|CardWallet|False|True|Ethereum(ERC20)
BLUR|Blur|BLUR|Blur|True|True|Ethereum(ERC20)
ARCX|ARCx Governance|ARCX|ARCx Governance|False|False|Ethereum(ERC20)
DC|Dogechain|DC|Dogechain|True|True|Dogechain(DC)
DD|DuckDAO|DD|DuckDAO|True|True|Ethereum(ERC20)
ZKPEPE|zkPEPE|ZKPEPE|zkPEPE|True|True|zkSync Era
ARES|AresProtocol|ARES|AresProtocol|False|True|Ethereum(ERC20)
STARL|StarLink|STARL|StarLink|True|True|Ethereum(ERC20)
DF|dForce|DF|dForce|True|True|Ethereum(ERC20)
BABYMEME1|Baby Memecoin|BABYMEME1|Baby Memecoin|True|True|Ethereum(ERC20)
DG|Decentral Games|DG|Decentral Games|False|True|Ethereum(ERC20)
DG|Decentral Games|DG|Decentral Games|False|False|Polygon(MATIC)
APPLE|APPLE|APPLE|APPLE|False|True|BNB Smart Chain(BEP20)
YOYO|YOYOW|YOYO|YOYOW|False|False|Ethereum(ERC20)
BLWA|BlockWarrior|BLWA|BlockWarrior|False|True|BNB Smart Chain(BEP20)
SHOPX|Splyt|SHOPX|Splyt|False|True|Ethereum(ERC20)
ZJLT|ZJLT|ZJLT|ZJLT|False|False|Ethereum(ERC20)
NETVR|NetVRk|NETVR|NetVRk|True|True|Ethereum(ERC20)
LITH|Lithium Finance|LITH|Lithium Finance|True|True|Ethereum(ERC20)
DV|Dreamverse|DV|Dreamverse|False|True|Ethereum(ERC20)
AREA|Areon Network|AREA|Areon Network|True|True|AREA
DX|DxChain Token|DX|DxChain Token|False|False|Ethereum(ERC20)
INTER|InterMilanFanToken|INTER|InterMilanFanToken|False|False|Chiliz Chain(CHZ2)
DZ|Decentralzone|DZ|Decentralzone|False|True|Ethereum(ERC20)
FLOKI|Floki Inu|FLOKI|FLOKI|True|True|BNB Smart Chain(BEP20)
FLOKI|Floki Inu|FLOKI|Floki Inu|True|True|Ethereum(ERC20)
GARTOLD|Griffin Art|GARTOLD|Griffin Art|False|True|BNB Smart Chain(BEP20)
DKA|dKargo|DKA|dKargo|True|True|Ethereum(ERC20)
EB|Endless Battlefield|EB|Endless Battlefield|False|True|BNB Smart Chain(BEP20)
LITT|LitLab Games|LITT|LitLab Games|True|True|BNB Smart Chain(BEP20)
ULU|ULU|ULU|ULU|False|True|Ethereum(ERC20)
ULX|ULTRON|ULX|ULTRON|True|True|BNB Smart Chain(BEP20)
EG|EG|EG|EG|True|True|BNB Smart Chain(BEP20)
STAR1|STAR Chain|STAR1|STAR Chain|False|True|Solana(SOL)
EMON|Ethermon|EMON|Ethermon|False|True|Polygon(MATIC)
EMON|Ethermon|EMON|Ethermon|False|True|Ethereum(ERC20)
EL|ELYSIA|EL|ELYSIA|True|True|Ethereum(ERC20)
DKM|DeadKnightMetaverse|DKM|DeadKnightMetaverse|False|True|Solana(SOL)
UMA|UMA|UMA|UMA|True|True|Ethereum(ERC20)
LISA|MONA TOKEN|LISA|MONA TOKEN|False|True|Ethereum(ERC20)
EM|Eminer|EM|Eminer|False|False|Ethereum(ERC20)
UMB|Umbrella Network|UMB|Umbrella Network|True|True|Ethereum(ERC20)
EQ|Equilibrium|EQ|Equilibrium|True|True|Ethereum(ERC20)
DKT|Duelist King|DKT|Duelist King|False|True|BNB Smart Chain(BEP20)
F3|Friend3|F3|Friend3|True|True|BNB Smart Chain(BEP20)
DKS|DarkShield Games|DKS|DarkShield Games|True|True|BNB Smart Chain(BEP20)
VFOX|VFOX|VFOX|VFOX|False|True|BNB Smart Chain(BEP20)
GAINS|GAINS|GAINS|GAINS|True|True|Ethereum(ERC20)
RBTC|SmartBitcoin|RBTC|SmartBitcoin|False|True|RBTC
PMON|Polkamon|PMON|Polkamon|False|True|Ethereum(ERC20)
LIT1|Lition|LIT1|Lition|False|True|Ethereum(ERC20)
IWELL|I WELL TRACK PRO|IWELL|I WELL TRACK PRO|False|True|BNB Smart Chain(BEP20)
FB|Fenerbahce Token|FB|Fenerbahce Token|False|True|Ethereum(ERC20)
FC|FansCoin|FC|FansCoin|False|True|CFX
FF|Forefront|FF|Forefront|False|True|Ethereum(ERC20)
ASMATCH|AsMatch|ASMATCH|AsMatch|True|True|MANTA
GLINT|Beamswap Token|GLINT|Beamswap Token|True|True|GLMR
UNB|Unbound Finance|UNB|Unbound Finance|False|True|BNB Smart Chain(BEP20)
UNB|Unbound Finance|UNB|Unbound Finance|True|True|Ethereum(ERC20)
ROADLY|ROADLY|ROADLY|ROADLY|False|False|Ethereum(ERC20)
AICORE|AICORE|AICORE|AICORE|True|True|Arbitrum One(ARB)
STATE|ParaState|STATE|ParaState|False|True|Ethereum(ERC20)
PICKA|Pickachu|PICKA|Pickachu|False|True|Ethereum(ERC20)
FO|FIBOS|FO|FIBOS|True|True|FO
UNC|UniCrypt|UNC|UniCrypt|False|True|Ethereum(ERC20)
FS|FantomStarter|FS|FantomStarter|False|True|Fantom(FTM)
FT|Ftoken|FT|Ftoken|False|False|Ethereum(ERC20)
SPFCOLD|SPFC|SPFCOLD|SPFC|False|False|Chiliz Legacy Chain(CHZ)
UNI|Uniswap|UNI|UNISWAP|True|True|Ethereum(ERC20)
UNI|Uniswap|UNI|Uniswap|True|True|BNB Smart Chain(BEP20)
FX|Function X|FX|Function X|True|True|f(x)Core
UMAMI|Umami Finance|UMAMI|Umami Finance|False|True|Arbitrum One(ARB)
UNM|UNIUM|UNM|UNIUM|True|True|Ethereum(ERC20)
3KM|3Kingdoms Multiverse|3KM|3Kingdoms Multiverse|True|True|Klaytn(KLAY)
UNP|Unipoly Coin|UNP|Unipoly Coin|True|True|Ethereum(ERC20)
UNO|Uno Re|UNO|Uno Re|True|True|Ethereum(ERC20)
UNO|Uno Re|UNO|Uno Re|True|True|BNB Smart Chain(BEP20)
2MOON|MOON|2MOON|MOON|True|True|BNB Smart Chain(BEP20)
UNQ|Unique Venture Clubs|UNQ|Unique Venture Clubs|False|True|Solana(SOL)
DMA|Dragoma|DMA|Dragoma|False|True|Polygon(MATIC)
UNT|Unity|UNT|Unity|False|False|BNB Smart Chain(BEP20)
DMD|dmd.finance|DMD|dmd.finance|False|True|EOS
GB|GeckoBank|GB|GeckoBank|True|True|BNB Smart Chain(BEP20)
GC|Galaxy Wallet|GC|Galaxy Wallet|False|True|Ethereum(ERC20)
MEMRSATS|MEMESATS|MEMRSATS|MEMESATS|False|True|Ethereum(ERC20)
UNW|Uniwhale|UNW|Uniwhale|False|True|BNB Smart Chain(BEP20)
GF|GuildFi|GF|GuildFi|True|True|Ethereum(ERC20)
DMG|DMG|DMG|DMG|False|True|Ethereum(ERC20)
PEPECOIN|PepeCoin|PEPECOIN|PepeCoin|True|True|Ethereum(ERC20)
PMPY|Prometheum Prodigy|PMPY|Prometheum Prodigy|True|True|Ethereum(ERC20)
GM|GM|GM|GM|True|True|Ethereum(ERC20)
GN|GoodNight|GN|GoodNight|True|True|Ethereum(ERC20)
DMO|DYNAMO|DMO|DYNAMO|True|True|BNB Smart Chain(BEP20)
GP|Wizards And Dragons|GP|Wizards And Dragons|False|True|Ethereum(ERC20)
GQ|Outer Ring MMO|GQ|Outer Ring MMO|True|True|BNB Smart Chain(BEP20)
DMT|Dream Machine Token|DMT|Dream Machine Token|True|True|Arbitrum One(ARB)
DMS|DragonMainlandShards|DMS|DragonMainlandShards|False|True|BNB Smart Chain(BEP20)
GS|Genesis Shards|GS|Genesis Shards|False|True|Ethereum(ERC20)
MLXC|MLXC|MLXC|MLXC|True|True|MLXC
GX|GyroX|GX|GyroX|True|True|Ethereum(ERC20)
ZKGAP|ZkGap|ZKGAP|ZkGap|True|False|BNB Smart Chain(BEP20)
UCNS|UCNS|UCNS|UCNS|False|True|Ethereum(ERC20)
SEXY|EthXY|SEXY|EthXY|True|True|Ethereum(ERC20)
DNA|MetaverseDualChain|DNA|MetaverseDualChain|False|False|DNA
STARS|Mogul Productions|STARS|Mogul Productions|True|True|BNB Smart Chain(BEP20)
START|Starter|START|Starter|False|True|Polygon(MATIC)
PEAK|PEAKDEFI|PEAK|PEAKDEFI|False|True|Ethereum(ERC20)
PEAK|PEAKDEFI|PEAK|PEAKDEFI|False|False|BNB Smart Chain(BEP20)
HC|Hshare|HC|Hshare|True|True|HC
DNG|DigiNetGuard|DNG|DigiNetGuard|True|True|BNB Smart Chain(BEP20)
HE|Heroes Empires|HE|Heroes Empires|False|True|BNB Smart Chain(BEP20)
GASNEO|GAS|GASNEO|GAS|False|False|NEO
GASNEO|GAS|GASNEO|GAS|False|True|NEO3
HI|HI|HI|HI|True|True|BNB Smart Chain(BEP20)
WISTA|Wistaverse|WISTA|Wistaverse|False|True|Polygon(MATIC)
DNL|Dinoland|DNL|Dinoland|False|True|BNB Smart Chain(BEP20)
DNS|BitDNS|DNS|BitDNS|False|True|Ethereum(ERC20)
UPC|UPCX|UPC|UPCX|True|True|Ethereum(ERC20)
REDLC|Redlight Chain|REDLC|Redlight Chain|False|True|REDLC
HT|HT-HECO|HT|Huobi Token|False|True|Ethereum(ERC20)
HT|HT-HECO|HT|HT-HECO|False|False|HECO
BULL|Bullshit Inu|BULL|Bullshit Inu|False|True|BNB Smart Chain(BEP20)
UPI|Pawtocol|UPI|Pawtocol|True|True|Ethereum(ERC20)
SUZUME|Shita-kiri Suzume|SUZUME|Shita-kiri Suzume|False|True|Ethereum(ERC20)
DNX|Dynex|DNX|Dynex|True|True|Dynex(DNX)
NSURE|Nsure Network|NSURE|Nsure Network|False|True|Ethereum(ERC20)
HY|HY|HY|HY|True|True|BNB Smart Chain(BEP20)
BABYSHARK|Baby Shark|BABYSHARK|Baby Shark|True|True|BNB Smart Chain(BEP20)
SOLAV|SOLAV|SOLAV|SOLAV|True|True|Ethereum(ERC20)
UPO|UpOnly|UPO|UpOnly|True|True|Polygon(MATIC)
DOD|Day of Defeat 2.0|DOD|Day of Defeat 2.0|True|True|BNB Smart Chain(BEP20)
REUNI|Reunit Wallet|REUNI|Reunit Wallet|True|True|Arbitrum One(ARB)
DOC|Domon|DOC|Domon|True|True|BNB Smart Chain(BEP20)
CHRISPUMP|CHRISPUMP|CHRISPUMP|CHRISPUMP|True|True|BNB Smart Chain(BEP20)
AICODE|AICODE|AICODE|AICODE|True|True|Arbitrum One(ARB)
ID|SPACE ID|ID|SPACE ID|True|True|Ethereum(ERC20)
ID|SPACE ID|ID|SPACE ID|True|True|BNB Smart Chain(BEP20)
DOE|Dogs Of Elon|DOE|Dogs Of Elon|False|True|Ethereum(ERC20)
CGROK|ChainGrok|CGROK|ChainGrok|False|True|BNB Smart Chain(BEP20)
DSCP|Disciplina|DSCP|Disciplina|False|False|Ethereum(ERC20)
DOG|The Doge NFT|DOG|The Doge NFT|True|True|Ethereum(ERC20)
ONSTON|ONSTON|ONSTON|ONSTON|False|False|Ethereum(ERC20)
LIXX|Libra Incentix|LIXX|Libra Incentix|True|True|BNB Smart Chain(BEP20)
UPY|UPYY Payment|UPY|UPYY Payment|False|True|BNB Smart Chain(BEP20)
DON|DON|DON|DON|False|True|IOST
DOM|Ancient Kingdom|DOM|Ancient Kingdom|False|True|BNB Smart Chain(BEP20)
DOP|DropsOwnershipPower|DOP|DropsOwnershipPower|False|True|Ethereum(ERC20)
IN|Infinity Network|IN|Infinity Network|True|True|BNB Smart Chain(BEP20)
LUFFY|LUFFY|LUFFY|LUFFY|True|True|Ethereum(ERC20)
DOR|DoragonLand|DOR|DoragonLand|False|True|BNB Smart Chain(BEP20)
GSYS|GSYS|GSYS|GSYS|True|True|Blue20
IQ|Everipedia|IQ|Everipedia|True|True|EOS
IQ|Everipedia|IQ|Everipedia|True|True|Ethereum(ERC20)
DOT|Polkadot|DOT|Polkadot|True|True|Polkadot(DOT)
DOS|DOS Network|DOS|DOS Network|False|True|Ethereum(ERC20)
IS|Injustice Samurai|IS|Injustice Samurai|False|True|Ethereum(ERC20)
RBX1|ReserveBlock|RBX1|ReserveBlock|True|True|RBX
IX|XBlock|IX|XBlock|False|False|Ethereum(ERC20)
MOON1|MoonSwap|MOON1|MoonSwap|False|False|Ethereum(ERC20)
MAG|MagDive|MAG|MagDive|True|True|BNB Smart Chain(BEP20)
MAF|MetaMAFIA|MAF|MetaMAFIA|True|True|Klaytn(KLAY)
BERRY|Berry|BERRY|Berry|True|True|Ethereum(ERC20)
PENDULUM|PENDULUM|PENDULUM|PENDULUM|True|True|PEN
ABOND|ApeBond|ABOND|ApeBond|True|True|BNB Smart Chain(BEP20)
JD|Jadetoken|JD|Jadetoken|False|True|BASE
MAN|Matrix AI Network|MAN|Matrix AI Network|True|True|MAN
JF|Jswap.Finance|JF|Jswap.Finance|False|True|OKT
DPI|DefiPulseIndex|DPI|DefiPulseIndex|False|False|Ethereum(ERC20)
MAP|MAP Protocol|MAP|MAP Protocol|True|True|Ethereum(ERC20)
EVER|Everscale|EVER|Everscale|True|True|EVERSCALE
EVER|Everscale|EVER|Everscale|True|True|Ethereum(ERC20)
ARIX|Arix|ARIX|Arix|True|True|BNB Smart Chain(BEP20)
MAT|MyMasterWar|MAT|MyMasterWar|False|True|BNB Smart Chain(BEP20)
MAV|Maverick Protocol|MAV|Maverick Protocol|True|True|Ethereum(ERC20)
ARKT|Ark|ARKT|Ark|True|True|BNB Smart Chain(BEP20)
MAX|Maxity|MAX|Maxity|True|True|Ethereum(ERC20)
URD|UrDEX|URD|UrDEX|False|True|Arbitrum One(ARB)
DPR|Deeper Network|DPR|Deeper Network|True|True|Ethereum(ERC20)
PLANET|Planet|PLANET|Planet|True|True|Ethereum(ERC20)
JT|Jubi Token|JT|Jubi Token|False|True|Ethereum(ERC20)
BEAMX|Beam|BEAMX|Beam|True|True|Ethereum(ERC20)
BEAMX|Beam|BEAMX|Beam|True|True|BNB Smart Chain(BEP20)
DPX|Dopex|DPX|Dopex|True|True|Arbitrum One(ARB)
ARKM|Arkham|ARKM|Arkham|True|True|Ethereum(ERC20)
OGGYBSC|Oggy Inu|OGGYBSC|Oggy Inu|True|True|BNB Smart Chain(BEP20)
MBD|MBD Financials|MBD|MBD Financials|True|True|BNB Smart Chain(BEP20)
QUICK|Quickswap|QUICK|Quickswap|True|True|Polygon(MATIC)
PENDLE|Pendle|PENDLE|Pendle|True|True|Ethereum(ERC20)
NPAS|NPAS|NPAS|NPAS|False|True|Ethereum(ERC20)
BUNI|Buni Token|BUNI|Buni Token|False|True|BNB Smart Chain(BEP20)
MBL|Moviebloc|MBL|Moviebloc|True|True|ONT
MBP|Mobipad|MBP|Mobipad|True|True|BNB Smart Chain(BEP20)
MBR|Mirror Breaker|MBR|Mirror Breaker|True|True|BNB Smart Chain(BEP20)
WAIT|Hourglass|WAIT|Hourglass|True|True|Ethereum(ERC20)
NXRA|AllianceBlock Nexera|NXRA|AllianceBlock Nexera|True|True|Ethereum(ERC20)
MBS|MonkeyLeague|MBS|MonkeyLeague|False|True|Solana(SOL)
UFEWO|UFEWO|UFEWO|UFEWO|False|True|Ethereum(ERC20)
MBX|MARBLEX|MBX|MARBLEX|True|True|Klaytn(KLAY)
KT|Ktalk|KT|Ktalk|True|True|BNB Smart Chain(BEP20)
USH|unshETH|USH|unshETH|True|True|Ethereum(ERC20)
MCC|Magic Cube|MCC|Magic Cube|True|True|NEO
MCB|MCDEX|MCB|MCDEX|True|True|Ethereum(ERC20)
SOULOLD|SoulSwap|SOULOLD|SoulSwap|False|True|Fantom(FTM)
DRA|Dracarys|DRA|Dracarys|True|True|BNB Smart Chain(BEP20)
MCH|MeconCash|MCH|MeconCash|False|False|Ethereum(ERC20)
DRC|Doracle|DRC|Doracle|True|True|BNB Smart Chain(BEP20)
CGPT|ChainGPT|CGPT|ChainGPT|True|True|BNB Smart Chain(BEP20)
QUIDD|QUIDD|QUIDD|QUIDD|False|False|Ethereum(ERC20)
QUIDD|QUIDD|QUIDD|QUIDD|False|True|BNB Smart Chain(BEP20)
PEEL|Meta Apes|PEEL|Meta Apes|True|True|Ethereum(ERC20)
DRF|DRIFE|DRF|DRIFE|True|True|BNB Smart Chain(BEP20)
LF|Logistic Fundamental|LF|Logistic Fundamental|True|True|Klaytn(KLAY)
CPAY|CPAY|CPAY|CPAY|True|True|CENNZ
AUCTION|BounceToken|AUCTION|BounceToken|True|True|Ethereum(ERC20)
TUSDOLD|TUSD|TUSDOLD|TUSD|False|True|BNB Smart Chain(BEP20)
MANTA|Manta Network|MANTA|Manta Network|True|True|MANTA
DRK|Draken|DRK|Draken|False|False|DRK
DRM|DoDreamChain|DRM|DoDreamChain|False|True|Ethereum(ERC20)
MCT|Microtuber|MCT|Microtuber|True|True|BNB Smart Chain(BEP20)
CETUS|CETUS|CETUS|CETUS|True|True|Sui
WOMOLD|WOM Protocol|WOMOLD|WOM Protocol|False|True|Ethereum(ERC20)
LM|Lambo and Moon|LM|Lambo and Moon|False|True|Ethereum(ERC20)
DRN|Doran|DRN|Doran|True|True|UTON
LN|LINK|LN|LINK|False|False|LINE
SINGLE|Single Finance|SINGLE|Single Finance|False|True|CRONOS
PEGS|PEGS|PEGS|PEGS|False|True|Ethereum(ERC20)
SAITAMAV1|Saitama Inu|SAITAMAV1|Saitama Inu|False|True|Ethereum(ERC20)
DRV|Dragon Verse|DRV|Dragon Verse|False|True|BNB Smart Chain(BEP20)
UTI|UTI|UTI|UTI|False|True|Ethereum(ERC20)
MDA|Moeda Loyalty|MDA|Moeda Loyalty|False|False|Ethereum(ERC20)
MDF|MatrixETF|MDF|MatrixETF|False|True|Ethereum(ERC20)
MDF|MatrixETF|MDF|MatrixETF|False|True|Solana(SOL)
LZ|LaunchZone|LZ|LaunchZone|False|False|BNB Smart Chain(BEP20)
TRUMP2024|TRUMP2024|TRUMP2024|TRUMP2024|True|True|Ethereum(ERC20)
MDI|MDI|MDI|MDI|True|True|Ethereum(ERC20)
HEGIC|HEGIC|HEGIC|HEGIC|True|True|Ethereum(ERC20)
DSD|Dynamic Set Dollar|DSD|Dynamic Set Dollar|False|True|Ethereum(ERC20)
MC|Merit Circle|MC|Merit Circle|False|False|Ethereum(ERC20)
MC|Merit Circle|MC|Merit Circle|False|False|BNB Smart Chain(BEP20)
DSG|Dinosaur Eggs|DSG|Dinosaur Eggs|False|True|BNB Smart Chain(BEP20)
MDT|Meta Dance Token|MDT|Meta Dance Token|True|True|Klaytn(KLAY)
ML|Mintlayer|ML|Mintlayer|True|True|Ethereum(ERC20)
MDU|MDUKEY|MDU|MDUKEY|False|False|MDU
MDU|MDUKEY|MDU|MDUKEY|False|True|BNB Smart Chain(BEP20)
WRKX|NFT Workx|WRKX|NFT Workx|True|True|BNB Smart Chain(BEP20)
MM|MilliMeter|MM|MilliMeter|False|True|Ethereum(ERC20)
MDX|MDXToken|MDX|MDXToken|False|False|HECO
DSP|Delio|DSP|Delio|False|True|Ethereum(ERC20)
MR|MetaRuffy|MR|MetaRuffy|False|True|Ethereum(ERC20)
DFIAT|DeFiato|DFIAT|DeFiato|False|True|Ethereum(ERC20)
MT|MT TOWER|MT|MT TOWER|True|True|Polygon(MATIC)
MV|GensoKishi Metaverse|MV|GensoKishi Metaverse|False|True|Polygon(MATIC)
SRLTY|SaitaRealty|SRLTY|SaitaRealty|True|True|Ethereum(ERC20)
MW|Mirror World Network|MW|Mirror World Network|False|True|Polygon(MATIC)
KOIN|Koinos|KOIN|Koinos|True|True|KOINOS
MX|MX-BSC|MX|MX Token|True|True|Ethereum(ERC20)
MX|MX-BSC|MX|MX-BSC|True|True|BNB Smart Chain(BEP20)
MEE|Medieval Empires|MEE|Medieval Empires|True|True|Polygon(MATIC)
SWAG|SWAGCHAIN|SWAG|SWAGCHAIN|False|True|Ethereum(ERC20)
MED|MediBloc|MED|MediBloc|False|False|NONE
MEF|MEFLEX|MEF|MEFLEX|False|True|Ethereum(ERC20)
SWAP|Trustswap|SWAP|Trustswap|True|True|Ethereum(ERC20)
DTE|Drive To Earn|DTE|Drive To Earn|True|True|Polygon(MATIC)
MEO|MEO|MEO|MEO|True|True|Ethereum(ERC20)
AICOIN|AI|AICOIN|AI|False|False|Solana(SOL)
MIMOLD|Mint Marble|MIMOLD|Mint Marble|False|False|Polygon(MATIC)
MES|MesChain|MES|MesChain|False|True|BNB Smart Chain(BEP20)
MELDOLD|Meland.ai|MELDOLD|Meland.ai|False|True|BNB Smart Chain(BEP20)
WRLD|NFT Worlds|WRLD|NFT Worlds|True|True|Ethereum(ERC20)
MINAR|Miner Arena|MINAR|Miner Arena|True|True|BNB Smart Chain(BEP20)
BDP1|BDPlayground|BDP1|BDPlayground|True|True|BNB Smart Chain(BEP20)
DTO|DotOracle Network|DTO|DotOracle Network|False|True|Ethereum(ERC20)
MEV|MEVerse|MEV|MEVerse|False|False|Ethereum(ERC20)
MEV|MEVerse|MEV|MEVerse|True|True|MEVerse
OSHI|Oshi|OSHI|Oshi|True|True|Polygon(MATIC)
CYBERAI|CyberAI|CYBERAI|CyberAI|False|True|Ethereum(ERC20)
DTR|DOTORI|DTR|DOTORI|True|True|Ethereum(ERC20)
CPET|Chain Pet|CPET|Chain Pet|False|True|BNB Smart Chain(BEP20)
O3|O3 Swap Token|O3|O3SWAP|True|True|Ethereum(ERC20)
O3|O3 Swap Token|O3|O3 Swap Token|True|True|BNB Smart Chain(BEP20)
O3|O3 Swap Token|O3|O3 Swap Token|False|False|HECO
NU|NuCypher |NU|NuCypher |False|False|Ethereum(ERC20)
KOSON|Age of Zalmoxis|KOSON|Age of Zalmoxis|False|True|EGLD
MFA|MFA Coin|MFA|MFA Coin|False|True|Ethereum(ERC20)
DTX|Databroker|DTX|Databroker|False|True|Ethereum(ERC20)
MFC|MFC|MFC|MFC|False|True|Ethereum(ERC20)
BURP|Burp|BURP|Burp|False|True|Ethereum(ERC20)
BURP|Burp|BURP|Burp|True|False|Polygon(MATIC)
BURN|Gas Labs|BURN|Gas Labs|True|True|Ethereum(ERC20)
MFI|MarginSwap|MFI|MarginSwap|False|True|Ethereum(ERC20)
DUA|Brillion|DUA|Brillion|True|True|Ethereum(ERC20)
ALLIN|All in|ALLIN|All in|True|True|Ethereum(ERC20)
UVT|Universe Token|UVT|Universe Token|True|True|BNB Smart Chain(BEP20)
MUSA|Museion|MUSA|Museion|False|True|Ethereum(ERC20)
ELONGATE|ELONGATE|ELONGATE|ELONGATE|False|True|BNB Smart Chain(BEP20)
CRAFT|TaleCraft|CRAFT|TaleCraft|False|True|Avalanche C Chain(AVAX CCHAIN)
OG|OG|OG|OG|False|False|Chiliz Chain(CHZ2)
MFT|Manga Factory|MFT|Manga Factory|False|True|Ethereum(ERC20)
GTC1|Game.com|GTC1|Game.com|False|True|Ethereum(ERC20)
OM|MANTRA DAO|OM|MANTRA DAO|False|True|Ethereum(ERC20)
DUO|DUO Network Token|DUO|DUO Network Token|False|False|Ethereum(ERC20)
OP|Optimism|OP|OP|False|False|NONE
OP|Optimism|OP|Optimism|True|True|Optimism(OP)
OLEOLD|OpenLeverage V1|OLEOLD|OpenLeverage V1|False|False|BNB Smart Chain(BEP20)
OLEOLD|OpenLeverage V1|OLEOLD|OpenLeverage V1|False|False|Ethereum(ERC20)
OTAKU|OTAKU|OTAKU|OTAKU|False|True|BNB Smart Chain(BEP20)
DUX|DUX|DUX|DUX|True|True|Polygon(MATIC)
BUSY|Busy|BUSY|Busy|False|True|Ethereum(ERC20)
MGC|Magator|MGC|Magator|False|True|BNB Smart Chain(BEP20)
OX|Open Exchange|OX|Open Exchange|True|True|Ethereum(ERC20)
LAMB|lambda|LAMB|lambda|True|True|Ethereum(ERC20)
